"GUID","Catalogusnummer","Beschrijving","notities","spatials","categorieen","Datering_vroegst","Datering_laatst","licentie","Auteursrechthouder","Vervaardiger","cxtwd_uitgdruk","Afmeting","Afmeting_2"
"ABFAF3300A8357C1898E3150D1321799","166337","Gezicht op de goederenloods bij het N.S.-station Dieren-Doesburg te Dieren.  N.B. De stationsnaam Dieren-Doesburg is op 30 mei 1976 gewijzigd in Dieren.","  ","","https://commons.wikimedia.org/wiki/Category:610_Dieren|https://commons.wikimedia.org/wiki/Category:Pilot_boats_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Station_Dieren","01-05-1966","31-05-1966","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 18 cm"
"7218CC68E16B56869BFBAA68DBDE23E2","162664","Gezicht op het N.S.-station Breda te Breda.","Afbeelding behoort tot de Collectie De Pater.  ","","","01-01-1920","31-12-1930","Publiek Domein 1.0",,,,"breedte 13 cm","hoogte 8 cm"
"0F04DD4A7ACF56F79EFCDED69A8C7F1F","151030","Afbeelding van een electrisch treinstel mat. 1946 in geel/grijze huisstijl van de N.S. bij Velperbroek Aansluiting te Arnhem.","  ","","https://commons.wikimedia.org/wiki/Category:507_Velperbroek_Aansluiting|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-06-1970","30-06-1970","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"B81A8916A9A759579F48049138C17DE1","153753","Detail van het gebeeldhouwde koninklijke wapen boven de ingang van het Koninklijk paviljoen van het N.S.-station Amsterdam C.S. te Amsterdam.","Beeldhouwer: F. Vermeylen jaar: 1889 literatuur:  -H. Romers en W. van Leeuwen, Een spoor van verbeelding, HUA NS K 295 -A. Oxenaar: Centraal station Amsterdam, HUA NS O 66  ","","https://commons.wikimedia.org/wiki/Category:586_Amsterdam_CS|https://commons.wikimedia.org/wiki/Category:Amsterdam_Central_station","01-04-1967","30-04-1967","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 13 cm"
"6E931C93CEA25BF8BFAA9F4E28A8F9E1","152279","Interieur van het salonrijtuig NS 3 van de koninklijke trein van de N.S.: eetzaal.","  ","","","30-12-1937","31-12-1938","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"CC80778ADC4356ADB5AE2958717FFEB2","162034","Afbeelding van het motorschip W. F. van der Wyck van Rederij Koppe voor de bootdienst Enkhuizen-Stavoren bij aankomst in de haven van Enkhuizen.","Afbeelding behoort tot de Collectie De Pater. Binnenkomst s.s. ""van der Wyck"".  Enkhuizen. ","","","01-01-1923","31-12-1935","Publiek Domein 1.0",,,,"breedte 13 cm","hoogte 8 cm"
"A2B933874C42580F91C06643E6645857","154469","Gezicht op de bouwwerkzaamheden aan het Winkelcentrum Hoog Catharijne te Utrecht met op de voorgrond de taxistandplaatsen aan het Stationsplein.","  ","http://www.wikidata.org/entity/Q19546913","","01-10-1972","31-10-1972","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"29BE95F9F59050AB8B14187E6F0CEE61","162592","Gezicht op het station Arnhem van de Staatsspoorwegen te Arnhem.","Afbeelding behoort tot de Collectie De Pater.  ","","","01-01-1905","31-12-1920","Publiek Domein 1.0",,,,"breedte 13 cm","hoogte 8 cm"
"8B821F95BCB855A0BFEBA5D68A81C224","159426","Afbeelding van twee werknemers van de bovenbouwwerkplaats van de N.S. te Utrecht bij de wrongmachine.","  ","","https://commons.wikimedia.org/wiki/Category:903_Utrecht_Bovenbouwwerkplaats|https://commons.wikimedia.org/wiki/Category:Rail_transport_staff_from_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Railway_workshops_in_the_Netherlands","16-11-1956","16-11-1956","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 13 cm"
"431ECC5A02765C6F8F4507F02E17E7B3","163335","Afbeelding van de stoomlocomotief nr. 8732 (serie 8700, nrs. 8701-8740) van de N.S. met een trein bestaande uit beladen rongenwagens met brugdelen van de firma Pannevis te Utrecht.","Afbeelding behoort tot de Collectie De Pater. Reproductiefoto  ","","","04-08-1938","04-08-1938","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 23 cm","hoogte 17 cm"
"CAA530BA9EAC5A5DAD87C2AB3157E0DE","156781","Gezicht op het dichtgetimmerde en deels uitgebrande voormalige N.S.-station Aalsmeer te Aalsmeer.","De foto is gepubliceerd in De Koppeling nr. 718, 2 februari 1979, p. 3.  ","","","01-01-1978","31-12-1979","CC BY 4.0","Het Utrechts Archief","Stellingwerff, J.J., fotograaf",,"breedte 13 cm","hoogte 9 cm"
"ADAF68CE5AFE599999F13B03AFD4524E","150049","Gezicht op het stationscomplex van N.S.-station Amsterdam Amstel te Amsterdam.","  ","","https://commons.wikimedia.org/wiki/Category:096_Amsterdam_Muiderpoort-Amsterdam_Duivendrecht|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-01-1971","31-12-1971","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"168A30161B2A535B81F40DA9B44289EF","154963","Gezicht op de spoorbrug over de IJssel te Deventer.","  ","","https://commons.wikimedia.org/wiki/Category:023_Apeldoorn-Deventer|https://commons.wikimedia.org/wiki/Category:Bridges_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode","27-03-1942","27-03-1942","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"1523856DB66C53E896E2BF750B26D76B","166848","Gezicht op het N.S.-station Karselaan te Amstelveen.","  ","http://www.wikidata.org/entity/Q19354823","https://commons.wikimedia.org/wiki/Category:221_Amstelveen-Amsterdam_Willemspark|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","22-02-1950","22-02-1950","CC BY 4.0","Nederlandse Spoorwegen","Gerdessen, D.C. (Nederlandse Spoorwegen), fotograaf",,"breedte 18 cm","hoogte 13 cm"
"B1620A3419F8586CA4DEA32E71776434","150216","Afbeelding van het kunstwerk ""De Wenteling"" (ontwerp. H. van der Laar) bij het N.S.-station Bussum Zuid te Bussum.","  ","","https://commons.wikimedia.org/wiki/Category:087_Weesp_Aansluiting-Hilversum|https://commons.wikimedia.org/wiki/Category:Art_works_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-03-1976","31-10-1976","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 18 cm"
"9D5EB61F80AF75D9E0534701000A6F1F","159844","Gezicht op de kolentip (overslag van steenkolen van trein op schip) aan het Julianakanaal te Born.","  ","","https://commons.wikimedia.org/wiki/Category:433_Sittard-Born|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode|https://commons.wikimedia.org/wiki/Category:Transport_of_coal","02-06-1960","02-06-1960","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"4C137E4996DF5E4296D5EEB1C302FE0D","154440","Gezicht op het Stationsplein te Utrecht vanaf de ingang van de Traverse met links het N.S.-station Utrecht C.S.","  ","http://www.wikidata.org/entity/Q19546913","","01-10-1969","31-10-1969","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"817C4C8D834B519393529066AAC21E14","167049","Afbeelding van het beladen van koelwagens van Interfrigo met melk te Dordrecht met behulp van een heftruck.","De foto is gepubliceerd in Nieuw Spoor, maart 1958, blz. 17.  ","","https://commons.wikimedia.org/wiki/Category:542_Dordrecht|https://commons.wikimedia.org/wiki/Category:Refrigerated_transport|https://commons.wikimedia.org/wiki/Category:Station_Dordrecht","13-01-1958","13-01-1958","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 18 cm"
"201AF32489C1537B8173AD76A33BC230","164939","Gezicht op het N.O.L.S.-station Nieuw Amsterdam te Nieuw Amsterdam.","De afbeelding behoort tot de collectie De Pater. Nieuw Amsterdam, sttion N.O.L. recto, l.o. ","","https://commons.wikimedia.org/wiki/Category:203_Mariënberg-Emmen|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-01-1905","31-12-1905","Publiek Domein 1.0",,,,"breedte 13 cm","hoogte 9 cm"
"AF16C6DA7AF7566DBEEF2C27E07CD723","167413","Afbeelding van een nieuw, gereedliggend wissel op het emplacement van het N.S.-station Hilversum te Hilversum.","  ","","https://commons.wikimedia.org/wiki/Category:528_Hilversum|https://commons.wikimedia.org/wiki/Category:Station_Hilversum","08-03-1954","08-03-1954","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 24 cm","hoogte 18 cm"
"BF2A819032E85664AF74243C2ECC77F6","169983","Afbeelding van het overzetten van kolenlaadkisten van de N.S. van goederenwagens naar een vrachtauto.","NS fotonummer 8086.  ","","https://commons.wikimedia.org/wiki/Category:Skips_(container)|https://commons.wikimedia.org/wiki/Category:Transport_of_coal|https://commons.wikimedia.org/wiki/Category:Trucks_in_the_Netherlands","01-01-1951","31-12-1951","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"D00A107BF71E57C48F4501159E4F605B","154920","Afbeelding van de werkzaamheden aan een nieuwe spoorbrug bij het N.S.-station Amsterdam C.S. te Amsterdam.","  ","","","29-11-1966","29-11-1966","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"05478CCE645D5D53A8A04DE6C4355EDB","166469","Afbeelding van werkzaamheden aan de bovenleiding van het spoor te Lunetten bj Utrecht.","  ","","https://commons.wikimedia.org/wiki/Category:547_Lunetten_Aansluiting|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-01-1966","31-12-1966","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 18 cm"
"9CA31BEB05775E5483E638540651B2F3","166093","Interieur van het N.S.-station Hilversum te Hilversum: wachtkamer 3e klasse (op het tweede perron?).","  ","","https://commons.wikimedia.org/wiki/Category:528_Hilversum|https://commons.wikimedia.org/wiki/Category:Station_Hilversum|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","17-02-1941","17-02-1941","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 24 cm","hoogte 18 cm"
"C3CAAFC8C7E1590F943763EBC1CB6289","150200","Gezicht vanaf het Stationsplein op het N.S.-station Dieren-Doesburg te Dieren.  N.B. De stationsnaam Dieren-Doesburg is op 30 mei 1976 gewijzigd in Dieren.","  ","http://www.wikidata.org/entity/Q19546836","https://commons.wikimedia.org/wiki/Category:610_Dieren|https://commons.wikimedia.org/wiki/Category:Station_Dieren|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-05-1966","31-05-1966","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"CE7A6E6F5BEF5150B8103D272196265C","153721","Interieur van de restauratie van het N.S.-station Schiedam te Schiedam.","  ","","https://commons.wikimedia.org/wiki/Category:539_Schiedam-Rotterdam_West|https://commons.wikimedia.org/wiki/Category:Eating_establishments_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Station_Schiedam_Centrum|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","28-09-1959","28-09-1959","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 13 cm"
"C89E594233215F2B853586B3C3448962","171567","Afbeelding van de overslag van containers op de Container Terminal Amsterdam in de Westhaven te Amsterdam.","NS fotonummer 21336  ","","https://commons.wikimedia.org/wiki/Category:486_Amsterdam_Westhaven|https://commons.wikimedia.org/wiki/Category:Shipping_containers_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Trucks_in_the_Netherlands","01-06-1967","30-06-1967","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 18 cm"
"F7C1283E74FE5677BE757725A309634B","152934","Afbeelding van de ontvangst van de Argentijnse president Frondisi door Prins Bernhard bij het N.S.-station Baarn te Baarn.","  ","","https://commons.wikimedia.org/wiki/Category:509_Baarn|https://commons.wikimedia.org/wiki/Category:House_of_Orange-Nassau|https://commons.wikimedia.org/wiki/Category:State_visits|https://commons.wikimedia.org/wiki/Category:Station_Baarn","01-07-1960","01-07-1960","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"hoogte 13 cm","breedte 18 cm"
"397489E4EBD956108B6CEB2CC6CE08CB","163072","Gezicht op het N.S.-station Roosendaal te Roosendaal.","Afbeelding behoort tot de Collectie De Pater  ","","https://commons.wikimedia.org/wiki/Category:545_Roosendaal|https://commons.wikimedia.org/wiki/Category:Station_Roosendaal|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-01-1924","31-12-1929","Publiek Domein 1.0",,,,"breedte 13 cm","hoogte 8 cm"
"D8E67858EE3D541F8103D66BB2BACCD3","154094","Afbeelding van het beladen van een kuilwagen van de N.S. met een generator te Rotterdam.","  ","","","01-11-1964","30-11-1964","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 18 cm"
"44D5613ED378507AA14941BC0F6F00A6","154464","Gezicht op de in aanbouw zijnde Katreinetoren van het N.S.-station Utrecht C.S. te Utrecht.","  ","","","01-05-1973","31-05-1973","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 13 cm"
"4CA716C6B48B569FA0B77160D0870B36","150207","Gezicht op het N.S.-station te Bunde.","  ","","https://commons.wikimedia.org/wiki/Category:063_Maastricht-Sittard|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-10-1970","31-10-1970","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"C822912985D155E082D03294B32EA479","168330","Interieur van de werkplaats en garage van de A.T.O. aan de Moreelselaan te Utrecht.","  ","","https://commons.wikimedia.org/wiki/Category:Automobiles_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Garages_in_the_Netherlands","01-01-1930","31-12-1940","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"1DF4555DF6AF5904BE75E1B52A430A29","169746","Afbeelding van het overzetten van een gesoten autolaadkist van de N.S. met een vrachtauto te Utrecht.","NS fotonummer 14739.  ","","https://commons.wikimedia.org/wiki/Category:Skips_(container)|https://commons.wikimedia.org/wiki/Category:Trucks_in_the_Netherlands","01-02-1959","28-02-1959","CC BY 4.0","Nederlandse Spoorwegen","Hessels, L. (Nederlandse Spoorwegen), fotograaf",,"breedte 18 cm","hoogte 13 cm"
"0AF795E1958A5D9B89C52978D057BF90","166945","Gezicht op het woonschip voor N.S.-personeel ""Ora et Labora"" in het Westerdok te Amsterdam.  N.B. Het schip lag tot 1958 in de Spoorweghaven te Rotterdam.","Zie ook ""Nieuwe taak voor de Ora et Labora"", in Nieuw Spoor, februari 1959, blz. 24 en ""Spoorwegen te water"" in De Koppeling nr. 27 (20 april 1963), blz. 2.  ","","https://commons.wikimedia.org/wiki/Category:Houseboats_in_the_Netherlands","13-01-1959","13-01-1959","CC BY 4.0","Nederlandse Spoorwegen","Hessels, L. (Nederlandse Spoorwegen), fotograaf",,"breedte 18 cm","hoogte 18 cm"
"20ADAA0B20435BD497B744957DB22029","151092","Afbeelding van de electrische locomotief nr. 1003 (serie 1000) van de N.S. te Utrecht.","  ","","https://commons.wikimedia.org/wiki/Category:531_Utrecht_CS|https://commons.wikimedia.org/wiki/Category:Utrecht_Central_station","22-06-1948","22-06-1948","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"14914032D79F505FA071ED18B28463D4","165713","Portret van prof. dr. ir. J. Goudriaan, president-directeur van de N.V. Nederlandse Spoorwegen te Utrecht van 1938 tot 1940.","  ","","","01-01-1935","31-12-1940","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 18 cm"
"B775C16D970E5FDA95C12BCAAE4D0C97","171872","Afbeelding van de opening van het nieuwe N.S.-station Vlaardingen West te Vlaardingen, met van links naar rechts mevr. Heusdens, burgemeester mr. J. Heusdens, Chef Exploitatie-district Zuid West mr. J.K.J. Muller en N.S.-ambassadrice Jeanne Vollemans.","NS fotonummer 22692  ","","https://commons.wikimedia.org/wiki/Category:115_Schiedam-Rotterdam_West-Hoek_van_Holland_Strand|https://commons.wikimedia.org/wiki/Category:Mayors_of_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Opening_ceremonies_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","30-05-1969","30-05-1969","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"67CA3D55888C5B01895A863492C2CA2D","154866","Gezicht op de grondwerkzaamheden ten behoeve van de aanleg van het rangeerterrein Kijfhoek bij Barendrecht.","  ","","","02-03-1966","02-03-1966","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"DA85C78DBE75581B8AE904D856AACE1B","154168","Afbeelding van H.T.M.-tram 1305 als lijn 3 naar Bohemen op het Centraal Station te Den Haag.","  ","","","01-01-1980","31-12-1980","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"8EF6494F04AA5392983DFFEC068DC0FB","166087","Interieur van het N.S.-station Winterrswijk te Winterswijk: wachtkamer 2e klasse.","  ","","https://commons.wikimedia.org/wiki/Category:607_Winterswijk|https://commons.wikimedia.org/wiki/Category:Station_Winterswijk|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","02-05-1941","02-05-1941","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 24 cm","hoogte 18 cm"
"F0CB388B7F495F1B9E4C87A7699F37CB","154230","Afbeelding van de DAF stadsbus nr. 601 van de R.E.T. voor het Centraal Station te Rotterdam.","  ","","","01-01-1974","31-12-1976","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"FF5B85708C67548F9695049E6D1AA657","163079","Gezicht op het N.S.-station Rotterdam Beurs te Rotterdam.","Afbeelding behoort tot de Collectie De Pater  ","","","01-01-1930","31-12-1939","Publiek Domein 1.0",,,,"breedte 13 cm","hoogte 8 cm"
"83C15E73231556CEAA0C9557B67F1D40","171362","Afbeelding van instappende treinreizigers bij het diesel-hydraulische treinstel nr. 3213 (DH2, Wadloper) van de N.S. op het N.S.-station Groningen te Groningen.","NS fotonummer 29179.  ","","https://commons.wikimedia.org/wiki/Category:501_Groningen|https://commons.wikimedia.org/wiki/Category:Station_Groningen","01-01-1982","31-12-1982","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"615EEF555CA2522BB33C55E933D2BCBF","167117","Afbeelding van het van de persen rollen van het Spoorboekje 1970 voor de N.S. bij Drukkerij J. van Boekhoven N.V. (Begijnehof 7) te Utrecht.","  ","http://www.wikidata.org/entity/Q18944570","https://commons.wikimedia.org/wiki/Category:Printing_works_in_the_Netherlands","01-05-1970","31-05-1970","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 18 cm"
"19E4AC9F37C55D9D869FB42270F6FD22","166905","Afbeelding van telexistes van het reserveringsbureau van de N.S. in het 3e Administratiegebouw van de Nederlandse Spoorwegen (HGB III, Moreelsepark) te Utrecht.","  ","http://www.wikidata.org/entity/Q2130788","https://commons.wikimedia.org/wiki/Category:Office_buildings_in_Utrecht_(city)","01-01-1973","31-12-1973","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 18 cm"
"2ACC4697A7D25C50A2BB3FABCC3AF24D","150085","Gezicht op de schouwburg aan het Leidscheplein te Amsterdam.","  ","","https://commons.wikimedia.org/wiki/Category:586_Amsterdam_CS|https://commons.wikimedia.org/wiki/Category:Amsterdam_Central_station","01-06-1971","31-12-1971","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"95C5933F503B51138529BE9E7592B089","171020","Afbeelding van de diesel-electrische locomotief nr. 2256 (serie 2200/2300) van de N.S. met een zandtrein teTer Heijde ten behoeve van de versterking van de zeewering.","NS fotonummer 17432  ","","https://commons.wikimedia.org/wiki/Category:Construction_vehicles_in_the_Netherlands","23-04-1963","23-04-1963","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"A9BFCF8E38565265B212B3FB5E831B49","150063","Afbeelding van trams voor het N.S-station Amsterdam C.S. te Amsterdam.","  ","","https://commons.wikimedia.org/wiki/Category:586_Amsterdam_CS|https://commons.wikimedia.org/wiki/Category:Amsterdam_Central_station|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Trams_in_the_Netherlands","01-08-1961","31-08-1961","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 13 cm","hoogte 13 cm"
"0E9B98DB205851578E871E32361275D8","163721","Gezicht op het N.S.-station Utrecht C.S. te Utrecht, tijdens herstel van de schade na de brand van 17 december 1938.  N.B. De afbeelding maakt deel uit van een serie foto's met betrekking tot de Spoorwegwerken te Utrecht.","Afbeelding behoort tot de Collectie De Pater.  ","","","19-06-1939","19-06-1939","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 23 cm","hoogte 17 cm"
"5FC43BD0D1BF5F58A9C25E05DD0F960F","164388","Afbeelding van het transport van een een brugdeel, bestemd voor de spoorbrug over het Hollands Diep bij Moerdijk, van Dordrecht naar Moerdijk, tijdens het passeren van de spoorbrug over de Beneden Merwede bij Baanhoek (links buiten beeld).","Afbeelding behoort tot de Collectie De Pater.  ","","https://commons.wikimedia.org/wiki/Category:118_Geldermalsen-Dordrecht|https://commons.wikimedia.org/wiki/Category:Bridges_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode","18-06-1955","18-06-1955","CC0 1.0","Nederlandse Spoorwegen","Schaik, W.P.F.M. van (Nederlandse Spoorwegen), fotograaf",,"breedte 17 cm","hoogte 12 cm"
"8347A3DC1FE355CA96CD8DE328258191","152350","Afbeelding van de NS 20 (""Kameel"", voormalig directierijtuig) van de N.S. als VIP-car in geel-blauwe N.S.-huisstijl te Deventer (?).","  ","","","21-02-1973","31-12-1973","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"D68A2A2A35E9540FA9A645A259C93AB9","163372","Afbeelding van de stand van de N.S. op de Voorjaarsbeurs 1935 in de Jaarbeurs te Utrecht.","Afbeelding behoort tot de Collectie De Pater.  ","","","01-03-1935","31-03-1935","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 23 cm","hoogte 17 cm"
"C671D814EF2750A48DB16A493B4EF108","164926","Gezicht op het S.S.-station Middelburg te Middelburg.","De afbeelding behoort tot de collectie De Pater. Middelburg / Stations-Emplacement recto, l.b. ","","https://commons.wikimedia.org/wiki/Category:127_Roosendaal-Vlissingen|https://commons.wikimedia.org/wiki/Category:Railway_lines_in_the_Netherlands_by_Geocode|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands","01-01-1914","31-12-1919","Publiek Domein 1.0",,,,"breedte 13 cm","hoogte 9 cm"
"AD9C7A84A1015EFCA13157CC93AC521A","153504","Afbeelding van een electrisch treinstel mat. 1946 van de N.S. door de wasmachine op het emplacement te Eindhoven.","  ","","https://commons.wikimedia.org/wiki/Category:618_Eindhoven|https://commons.wikimedia.org/wiki/Category:Eindhoven_Central_station","12-09-1960","12-09-1960","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"ADAE99F041F651ECB0A106F8830C0E8D","153983","Afbeelding van het beeld van de kunstenaar J. Uiterwaal voorstellende een jonge man met een phoenix  boven de ingang van het N.S.-station 's-Hertogenbosch te 's-Hertogenbosch.","Li.t.: K. Bujdoró, Dat gaat naar Den Bosch toe... De vier stations van 's-Hertogenbosch 1870-1998, in: Bossche Archeologische en Bouwhistorische bijdragen I, (Zwolle 1998), 48.  ","","https://commons.wikimedia.org/wiki/Category:%27s-Hertogenbosch_train_station|https://commons.wikimedia.org/wiki/Category:614_'s-Hertogenbosch|https://commons.wikimedia.org/wiki/Category:Sculptures_in_the_Netherlands","01-01-1983","31-12-1983","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"175EA9A17F6F572AA9732862E7E4FB85","154075","Afbeelding van een kuilwagen met een transformator op het N.S.-emplacement te 's-Hertogenbosch.","  ","","https://commons.wikimedia.org/wiki/Category:%27s-Hertogenbosch_train_station|https://commons.wikimedia.org/wiki/Category:614_'s-Hertogenbosch|https://commons.wikimedia.org/wiki/Category:Flatbed_trucks","27-09-1951","27-09-1951","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
"B77DB778026959E2A51F46E080115962","150888","Gezicht op het N.S.-station Zwolle te Zwolle.","  ","","https://commons.wikimedia.org/wiki/Category:603_Zwolle|https://commons.wikimedia.org/wiki/Category:Train_stations_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Zwolle_train_station","01-01-1970","31-12-1970","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"hoogte 13 cm","breedte 18 cm"
"5481FC789717567AB53CB3E48AB48118","163226","Interieur van de werkplaats van Van Gend & Loos / A.T.O. aan de Moreelselaan te Utrecht: schaverij.","Afbeelding behoort tot de Collectie De Pater  ","","https://commons.wikimedia.org/wiki/Category:531_Utrecht_CS|https://commons.wikimedia.org/wiki/Category:Garages_in_the_Netherlands|https://commons.wikimedia.org/wiki/Category:Utrecht_Central_station","01-01-1925","31-12-1935","Publiek Domein 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 22 cm","hoogte 16 cm"
"9E96B62FA95A53F9B4BE64B2A7C50A6C","159759","Afbeelding van de treindienstleiders bij het CVL-bedieningstableau (Centrale Verkeersleiding) in het seinhuis van de N.S. te Blauwkapel bij Utrecht.","  ","","https://commons.wikimedia.org/wiki/Category:Signal_boxes_in_the_Netherlands","15-05-1963","15-05-1963","CC0 1.0",,"Nederlandse Spoorwegen, fotograaf",,"breedte 18 cm","hoogte 13 cm"
